ax,ay,az,qw,qx,qy,qz,droll,dpitch,dyaw,heart,Scenario_Label,Fall
-0.094,-0.007,-0.13,0.0701,-0.2118,-0.3641,0.9041,48.7,85.8,67.7,1023,eat,0
-0.066,0.032,-0.069,0.0778,-0.1923,-0.3598,0.9096,56.8,90.0,71.4,1023,eat,0
-0.056,0.113,-0.075,0.0851,-0.1723,-0.3549,0.9149,46.0,90.8,66.5,1023,eat,0
-0.037,0.038,-0.05,0.0905,-0.1534,-0.3518,0.9189,32.9,87.6,56.5,1023,eat,0
-0.014,-0.158,0.047,0.0949,-0.1359,-0.3497,0.922,36.3,79.3,50.6,1023,eat,0
0.025,-0.105,0.238,0.0995,-0.1203,-0.3455,0.9252,43.5,64.4,47.7,0,eat,0
0.082,-0.059,0.294,0.1041,-0.1079,-0.3394,0.9285,42.5,47.2,40.7,0,eat,0
0.149,-0.089,0.233,0.109,-0.0993,-0.3326,0.9314,47.9,26.7,38.9,0,eat,0
0.137,-0.104,0.317,0.115,-0.093,-0.3248,0.9341,58.2,11.7,36.9,0,eat,0
0.111,-0.1,0.356,0.1215,-0.0894,-0.3149,0.937,59.2,-3.2,35.1,0,eat,0
0.07,-0.051,0.293,0.1278,-0.0885,-0.306,0.9392,38.1,-16.1,26.8,0,eat,0
0.083,-0.065,0.198,0.1324,-0.0908,-0.3014,0.9398,6.5,-25.4,14.0,0,eat,0
0.082,-0.127,0.125,0.1352,-0.0956,-0.3008,0.9391,-2.5,-32.7,3.8,0,eat,0
0.096,-0.128,0.047,0.137,-0.1021,-0.2999,0.9385,7.9,-38.5,-1.4,0,eat,0
0.124,-0.051,-0.013,0.139,-0.1086,-0.2962,0.9386,25.7,-40.0,-1.5,0,eat,0
0.132,0.114,-0.083,0.1414,-0.1147,-0.2904,0.9394,29.7,-36.5,1.3,0,eat,0
0.15,0.17,-0.151,0.1442,-0.1191,-0.2852,0.94,24.6,-27.6,6.3,0,eat,0
0.14,0.176,-0.175,0.1474,-0.1215,-0.2817,0.9402,14.2,-13.8,14.6,0,eat,0
0.038,0.076,-0.149,0.1507,-0.1219,-0.2801,0.9401,8.0,1.6,21.2,0,eat,0
0.071,0.045,-0.273,0.1583,-0.1126,-0.2758,0.9413,35.5,35.1,28.4,0,eat,0
-0.002,0.005,-0.249,0.1613,-0.1028,-0.2709,0.9433,44.5,53.8,24.8,0,eat,0
-0.064,0.028,-0.225,0.1627,-0.0905,-0.2671,0.9454,39.0,67.5,16.7,0,eat,0
-0.077,-0.041,-0.216,0.1615,-0.0766,-0.2638,0.9478,30.2,81.8,5.2,0,eat,0
-0.116,-0.126,-0.118,0.1575,-0.061,-0.2614,0.9503,31.3,96.1,-6.7,0,eat,0
-0.157,-0.222,-0.078,0.1516,-0.0438,-0.2582,0.953,42.9,103.3,-10.9,0,eat,0
-0.192,-0.09,-0.083,0.1458,-0.0258,-0.252,0.9563,59.3,100.0,-8.4,0,eat,0
-0.189,0.077,-0.06,0.1401,-0.0085,-0.2443,0.9594,58.3,93.7,-12.1,0,eat,0
-0.172,0.087,0.024,0.134,0.0069,-0.2379,0.9619,42.7,83.3,-16.0,0,eat,0
-0.184,0.053,0.144,0.1281,0.02,-0.2339,0.9635,29.1,71.7,-14.1,0,eat,0
-0.237,0.039,0.253,0.1232,0.0311,-0.2307,0.9646,26.9,57.5,-11.1,1023,eat,0
-0.271,0.078,0.296,0.1192,0.0393,-0.2277,0.9655,19.7,40.1,-12.6,1023,eat,0
-0.309,0.117,0.33,0.1153,0.0438,-0.2266,0.9661,0.8,18.1,-19.6,1023,eat,0
-0.288,0.043,0.377,0.1113,0.0433,-0.2291,0.966,-25.2,-9.0,-25.7,1023,eat,0
-0.269,-0.002,0.378,0.1081,0.0378,-0.2342,0.9654,-34.3,-34.7,-25.3,1023,eat,0
-0.241,0.022,0.372,0.106,0.0284,-0.2392,0.9647,-33.1,-55.2,-24.5,1023,eat,0
-0.308,-0.044,0.414,0.1047,0.0159,-0.2433,0.9641,-27.5,-73.0,-25.6,1023,eat,0
-0.327,-0.043,0.342,0.1037,0.0004,-0.2458,0.9637,-22.5,-91.8,-28.1,1023,eat,0
-0.257,-0.004,0.226,0.1029,-0.0184,-0.2482,0.963,-29.8,-110.1,-33.1,1023,eat,0
-0.17,-0.032,0.158,0.1019,-0.0402,-0.2517,0.9615,-35.9,-122.6,-36.4,1023,eat,0
-0.202,-0.102,0.149,0.101,-0.0636,-0.2546,0.9596,-27.5,-129.0,-38.0,0,eat,0
-0.256,-0.056,0.087,0.1001,-0.0877,-0.2551,0.9576,-13.9,-133.8,-39.2,0,eat,0
-0.221,0.029,-0.058,0.0991,-0.1124,-0.2541,0.9554,-14.2,-137.2,-42.5,0,eat,0
-0.119,0.049,-0.202,0.0973,-0.1375,-0.2543,0.9523,-26.6,-135.4,-46.6,0,eat,0
-0.041,0.045,-0.273,0.0946,-0.1621,-0.2569,0.948,-32.3,-128.7,-48.0,0,eat,0
0.015,0.082,-0.33,0.0915,-0.185,-0.2583,0.9437,-24.5,-116.9,-45.5,0,eat,0
0.056,0.139,-0.378,0.0887,-0.2052,-0.2579,0.9399,-10.8,-101.5,-40.6,0,eat,0
0.137,0.218,-0.444,0.0867,-0.2221,-0.2563,0.9367,-5.0,-84.0,-32.0,0,eat,0
0.163,0.29,-0.478,0.0853,-0.2353,-0.2552,0.9339,-8.0,-62.9,-22.3,0,eat,0
0.194,0.282,-0.462,0.0845,-0.2447,-0.2553,0.9315,-9.5,-42.4,-11.6,0,eat,0
0.225,0.288,-0.435,0.0848,-0.2502,-0.2554,0.9299,0.1,-22.9,1.2,0,eat,0
0.263,0.363,-0.418,0.0871,-0.2518,-0.2545,0.9295,11.1,-3.8,15.3,0,eat,0
0.28,0.374,-0.401,0.0912,-0.2495,-0.2535,0.9301,14.3,15.6,30.6,0,eat,0
0.258,0.379,-0.371,0.0969,-0.2434,-0.2536,0.9311,9.1,34.8,46.4,0,eat,0
0.224,0.344,-0.355,0.1038,-0.2336,-0.2559,0.9322,1.9,53.2,59.0,0,eat,0
0.202,0.294,-0.356,0.1115,-0.2208,-0.259,0.9336,5.1,68.3,66.4,0,eat,0
0.134,0.169,-0.206,0.1196,-0.2049,-0.2617,0.9354,13.8,84.4,70.9,0,eat,0
0.028,-0.006,-0.028,0.128,-0.1867,-0.2623,0.938,34.6,95.8,74.9,0,eat,0
0.044,0.039,-0.05,0.1376,-0.1659,-0.2592,0.9414,56.6,103.9,80.7,0,eat,0
0.044,0.104,-0.079,0.1476,-0.1436,-0.2536,0.945,58.6,112.6,82.6,0,eat,0
-0.065,0.03,-0.034,0.157,-0.1193,-0.2503,0.9478,39.2,121.0,80.2,0,eat,0
-0.197,-0.118,0.012,0.1652,-0.0939,-0.2489,0.9496,42.2,126.1,73.8,0,eat,0
-0.245,-0.178,0.1,0.1715,-0.0689,-0.2461,0.9514,45.7,124.4,58.8,0,eat,0
-0.287,-0.234,0.147,0.175,-0.0452,-0.2419,0.9533,54.8,116.7,40.2,0,eat,0
-0.334,-0.236,0.235,0.1758,-0.0237,-0.2367,0.9552,49.0,105.6,22.7,1023,eat,0
-0.294,-0.205,0.259,0.1744,-0.0055,-0.2323,0.9568,39.6,88.4,7.4,1023,eat,0
-0.277,-0.202,0.321,0.1712,0.0086,-0.2286,0.9582,34.1,69.2,-6.7,1023,eat,0
-0.246,-0.168,0.35,0.1667,0.0191,-0.2252,0.9597,28.1,48.9,-17.5,1023,eat,0
-0.209,-0.074,0.343,0.1621,0.0262,-0.2225,0.9609,17.7,27.1,-21.4,1023,eat,0
-0.214,0.092,0.29,0.1575,0.0279,-0.2218,0.9618,-6.9,2.9,-25.8,1023,eat,0
-0.178,0.137,0.228,0.1531,0.0244,-0.2266,0.9615,-49.7,-20.6,-32.2,1023,eat,0
-0.136,0.152,0.287,0.1487,0.0155,-0.2386,0.9595,-102.5,-42.9,-38.3,1023,eat,0
-0.076,0.304,0.308,0.1444,0.0015,-0.2616,0.9542,-192.2,-56.3,-43.7,1023,eat,0
-0.079,0.266,0.136,0.1385,-0.0167,-0.3011,0.9433,-295.3,-59.6,-58.2,1023,eat,0
-0.001,0.154,-0.017,0.1291,-0.0384,-0.3546,0.9252,-376.2,-60.3,-77.8,0,eat,0
0.057,-0.096,-0.094,0.116,-0.0621,-0.4145,0.9004,-382.4,-56.4,-89.6,0,eat,0
0.061,-0.188,-0.155,0.1018,-0.0842,-0.4664,0.8746,-308.4,-54.4,-89.2,0,eat,0
0.051,-0.65,-0.212,0.0902,-0.1036,-0.4975,0.8564,-127.9,-59.8,-75.5,0,eat,0
0.053,-0.14,-0.059,0.0864,-0.1188,-0.4988,0.8541,57.5,-64.5,-49.1,0,eat,0
0.076,0.22,-0.051,0.0881,-0.1304,-0.4805,0.8627,143.1,-59.9,-30.1,0,eat,0
0.119,0.301,-0.136,0.0931,-0.138,-0.4562,0.8741,154.1,-48.2,-11.2,0,eat,0
0.145,0.383,-0.205,0.1006,-0.1417,-0.4316,0.8851,156.0,-33.0,13.2,0,eat,0
0.143,0.445,-0.252,0.1103,-0.1409,-0.4082,0.8951,144.5,-13.7,34.0,0,eat,0
0.08,0.434,-0.247,0.1205,-0.136,-0.388,0.9035,123.1,3.7,47.3,0,eat,0
0.041,0.279,-0.233,0.1299,-0.1281,-0.3727,0.9097,90.3,25.0,51.3,0,eat,0
0.048,0.196,-0.262,0.1373,-0.1177,-0.3629,0.9141,59.6,48.6,53.5,0,eat,0
-0.116,0.16,-0.271,0.1428,-0.1037,-0.3579,0.9169,41.2,67.1,48.0,0,eat,0
-0.029,0.016,-0.009,0.2215,-0.3958,0.0603,0.8891,0.4,-2.8,0.2,0,fall1,1
-0.03,0.012,-0.006,0.221,-0.3962,0.0602,0.889,-0.3,-3.0,0.7,0,fall1,1
-0.027,0.007,-0.006,0.2208,-0.3966,0.0601,0.8889,-1.2,-3.5,1.2,0,fall1,1
-0.022,0.004,-0.001,0.2205,-0.3972,0.0598,0.8888,-1.1,-3.8,1.6,0,fall1,1
-0.017,-0.001,-0.001,0.2206,-0.3977,0.0595,0.8885,-1.1,-4.0,1.5,0,fall1,1
-0.009,-0.006,-0.002,0.2208,-0.3984,0.0593,0.8882,-1.1,-4.0,1.6,0,fall1,1
-0.009,-0.009,-0.005,0.2208,-0.399,0.0591,0.8879,0.0,-3.5,1.3,0,fall1,1
0.0,-0.001,0.014,0.2208,-0.3995,0.0589,0.8877,-0.2,-3.0,1.2,0,fall1,1
0.002,0.0,-0.009,0.2206,-0.4,0.0587,0.8875,-0.6,-2.7,1.3,1023,fall1,1
-0.002,-0.002,-0.019,0.2203,-0.4005,0.0584,0.8874,-0.2,-1.9,1.0,1023,fall1,1
-0.003,-0.001,-0.008,0.2203,-0.4009,0.0583,0.8873,-0.3,-0.9,0.8,1023,fall1,1
-0.004,-0.004,-0.011,0.2202,-0.401,0.058,0.8872,-0.9,-0.3,0.7,1023,fall1,1
0.0,-0.006,-0.003,0.2202,-0.4012,0.0576,0.8872,-1.5,-0.2,0.7,1023,fall1,1
0.005,-0.017,-0.012,0.22,-0.4014,0.0571,0.8872,-1.2,-0.3,0.5,1023,fall1,1
0.003,-0.015,-0.012,0.2198,-0.4016,0.0567,0.8871,0.0,0.0,0.0,1023,fall1,1
0.0,-0.009,-0.012,0.2196,-0.4018,0.0566,0.8871,1.2,-0.4,0.1,1023,fall1,1
-0.003,0.005,-0.013,0.2192,-0.4019,0.0566,0.8872,0.9,-0.4,0.2,1023,fall1,1
-0.004,0.002,-0.009,0.2189,-0.402,0.0565,0.8872,0.0,0.0,0.0,1023,fall1,1
-0.004,0.006,-0.015,0.2189,-0.4021,0.0565,0.8872,-0.7,-0.1,0.5,1023,fall1,1
-0.006,0.001,-0.016,0.2189,-0.4022,0.0563,0.8871,-0.9,0.2,0.4,1023,fall1,1
-0.008,0.002,-0.007,0.2184,-0.4022,0.056,0.8872,-0.8,0.5,0.2,1023,fall1,1
-0.009,0.006,-0.007,0.2182,-0.4022,0.0557,0.8873,-0.9,0.7,0.0,1023,fall1,1
-0.006,0.006,-0.007,0.2179,-0.4021,0.0555,0.8875,-1.0,0.3,0.0,1023,fall1,1
-0.01,0.01,-0.012,0.2175,-0.4021,0.0553,0.8876,-0.6,-0.2,-0.1,0,fall1,1
-0.02,0.01,-0.008,0.2172,-0.4022,0.0551,0.8876,-0.9,-0.7,0.0,0,fall1,1
-0.022,0.006,-0.009,0.2168,-0.4023,0.0548,0.8877,-1.7,-1.1,0.0,0,fall1,1
-0.019,0.0,-0.009,0.2162,-0.4026,0.0544,0.8877,-2.2,-1.1,0.4,0,fall1,1
-0.01,-0.01,-0.004,0.2157,-0.4028,0.0538,0.8878,-2.4,-1.3,0.5,0,fall1,1
-0.008,-0.011,0.002,0.2152,-0.4031,0.0531,0.8878,-2.0,-1.3,0.7,0,fall1,1
-0.009,-0.012,0.001,0.215,-0.4034,0.0526,0.8878,-1.6,-1.4,0.6,0,fall1,1
-0.016,-0.008,0.005,0.2151,-0.4036,0.0522,0.8877,-1.2,-1.5,0.4,0,fall1,1
-0.014,-0.005,0.0,0.2149,-0.4039,0.0519,0.8876,-1.0,-1.5,0.4,0,fall1,1
-0.019,-0.008,-0.004,0.2148,-0.404,0.0516,0.8876,-0.6,-0.9,0.3,0,fall1,1
-0.021,0.001,-0.003,0.2148,-0.4041,0.0514,0.8876,0.0,-0.5,0.2,0,fall1,1
-0.018,0.002,0.0,0.2147,-0.404,0.0513,0.8877,0.2,-0.4,0.5,0,fall1,1
-0.016,0.007,0.001,0.2144,-0.4039,0.0511,0.8878,0.2,-0.5,0.8,0,fall1,1
-0.011,0.011,0.0,0.214,-0.404,0.051,0.8878,0.0,-1.0,1.2,0,fall1,1
-0.009,0.008,-0.004,0.2141,-0.4041,0.0509,0.8877,-0.8,-1.6,1.6,0,fall1,1
-0.012,-0.004,-0.015,0.2141,-0.4045,0.0506,0.8876,-1.6,-1.8,1.9,0,fall1,1
-0.013,-0.013,-0.018,0.2138,-0.4049,0.05,0.8875,-1.9,-1.8,1.7,0,fall1,1
-0.008,-0.019,-0.017,0.2136,-0.4054,0.0492,0.8874,-1.8,-1.6,1.6,0,fall1,1
-0.006,-0.023,-0.01,0.2133,-0.4058,0.0486,0.8873,-0.9,-1.4,0.9,0,fall1,1
-0.003,-0.017,-0.007,0.2132,-0.4061,0.0482,0.8872,0.7,-1.1,0.2,0,fall1,1
0.002,0.0,0.001,0.2131,-0.4063,0.0483,0.8872,1.2,-0.7,0.1,0,fall1,1
-0.003,0.011,-0.017,0.213,-0.4064,0.0485,0.8871,1.8,-0.5,-0.1,0,fall1,1
0.002,0.033,0.006,0.2131,-0.4063,0.0489,0.8871,0.7,0.0,0.2,0,fall1,1
0.002,0.024,-0.013,0.2129,-0.4063,0.049,0.8872,-0.9,-0.3,0.3,0,fall1,1
-0.011,0.01,-0.031,0.2128,-0.4065,0.049,0.8871,-0.6,0.0,0.5,1023,fall1,1
-0.016,0.008,-0.013,0.2125,-0.4066,0.0488,0.8871,-0.8,0.2,0.4,1023,fall1,1
-0.016,0.007,-0.011,0.212,-0.4066,0.0484,0.8873,-1.7,0.0,0.7,1023,fall1,1
-0.008,0.0,-0.001,0.2115,-0.4067,0.0478,0.8874,-2.6,-0.2,0.8,1023,fall1,1
-0.004,-0.006,0.001,0.2113,-0.4069,0.0472,0.8874,-2.5,-1.0,0.7,1023,fall1,1
-0.003,-0.01,0.001,0.2108,-0.4071,0.0466,0.8874,-1.6,-1.1,0.5,1023,fall1,1
-0.011,-0.008,-0.004,0.2108,-0.4073,0.0463,0.8873,-0.6,-0.9,0.1,1023,fall1,1
-0.018,0.0,-0.006,0.2105,-0.4074,0.046,0.8874,-0.3,-0.5,0.0,1023,fall1,1
-0.013,-0.001,-0.007,0.2102,-0.4075,0.0458,0.8874,-0.6,-0.3,-0.1,1023,fall1,1
-0.012,0.001,-0.008,0.2098,-0.4076,0.0456,0.8875,-1.0,-0.2,0.1,1023,fall1,1
-0.013,-0.006,-0.006,0.2096,-0.4076,0.0452,0.8875,-1.0,-0.2,0.4,1023,fall1,1
-0.011,-0.011,-0.008,0.2091,-0.4078,0.0447,0.8876,-1.0,-0.4,0.5,1023,fall1,1
-0.008,-0.007,0.0,0.2088,-0.4079,0.0443,0.8877,0.0,0.0,0.0,1023,fall1,1
-0.009,0.0,-0.001,0.2088,-0.4078,0.0442,0.8877,0.0,0.0,0.0,1023,fall1,1
-0.01,0.007,-0.003,0.2088,-0.4078,0.0442,0.8877,0.4,-0.5,-0.1,1023,fall1,1
-0.01,0.008,-0.005,0.2087,-0.4078,0.0442,0.8877,0.1,-0.5,0.1,0,fall1,1
-0.011,0.006,-0.007,0.2084,-0.4078,0.0441,0.8878,0.0,-0.6,0.4,0,fall1,1
-0.01,0.0,-0.005,0.2081,-0.4079,0.0439,0.8878,-0.9,-0.5,0.5,0,fall1,1
-0.004,-0.013,-0.007,0.2076,-0.4081,0.0434,0.8879,-1.2,-0.3,0.4,0,fall1,1
-0.003,-0.016,-0.011,0.2073,-0.4083,0.043,0.8879,-0.5,-0.3,0.1,0,fall1,1
-0.002,-0.012,-0.007,0.2073,-0.4083,0.0428,0.8879,0.0,0.0,0.0,0,fall1,1
-0.003,-0.001,-0.005,0.207,-0.4084,0.0427,0.8879,0.9,-0.1,-0.4,0,fall1,1
-0.011,0.01,-0.007,0.2069,-0.4083,0.0428,0.888,0.8,0.0,-0.2,0,fall1,1
-0.01,0.01,-0.008,0.2067,-0.4083,0.0428,0.888,0.0,0.0,0.0,0,fall1,1
-0.009,0.006,-0.006,0.2067,-0.4083,0.0428,0.888,0.0,0.0,0.0,0,fall1,1
-0.008,0.004,-0.006,0.2067,-0.4082,0.0428,0.888,0.0,0.0,0.0,0,fall1,1
-0.002,-0.001,-0.006,0.2067,-0.4082,0.0428,0.888,0.0,0.0,0.0,0,fall1,1
-0.003,-0.002,-0.005,0.2067,-0.4082,0.0427,0.888,0.0,0.0,0.0,0,fall1,1
-0.004,-0.007,-0.008,0.2068,-0.4082,0.0426,0.888,0.0,0.0,0.0,0,fall1,1
-0.01,-0.002,-0.011,0.2064,-0.4082,0.0426,0.8881,0.8,0.5,-0.3,0,fall1,1
-0.013,0.002,-0.011,0.2061,-0.4081,0.0426,0.8883,0.7,0.6,-0.5,0,fall1,1
-0.012,0.003,-0.011,0.2056,-0.408,0.0425,0.8884,0.7,0.6,-0.5,0,fall1,1
-0.013,0.004,-0.003,0.205,-0.4079,0.0425,0.8886,0.2,0.6,-0.3,0,fall1,1
-0.008,-0.001,-0.006,0.2048,-0.4077,0.0424,0.8887,0.2,0.5,-0.1,0,fall1,1
-0.009,-0.002,0.002,0.2048,-0.4077,0.0423,0.8888,0.0,0.0,0.0,0,fall1,1
-0.008,-0.012,-0.005,0.2049,-0.4076,0.0422,0.8888,0.0,0.0,0.0,0,fall1,1
-0.01,-0.006,-0.014,0.2046,-0.4076,0.0422,0.8888,1.3,0.2,-0.6,0,fall1,1
-0.007,0.003,0.007,0.2044,-0.4075,0.0423,0.889,1.0,0.1,-0.5,0,fall1,1
-0.016,0.0,-0.014,0.2042,-0.4074,0.0423,0.889,0.9,0.2,-0.4,0,fall1,1
-0.014,0.006,-0.008,0.204,-0.4073,0.0424,0.8891,1.5,0.6,-0.3,0,fall1,1
-0.012,0.006,-0.006,0.2037,-0.4071,0.0425,0.8893,0.8,0.8,0.0,0,fall1,1
-0.006,0.002,-0.002,0.2033,-0.4069,0.0424,0.8895,0.0,0.8,0.1,1023,fall1,1
-0.002,-0.009,0.003,0.2031,-0.4068,0.0422,0.8896,0.0,0.0,0.0,1023,fall1,1
-0.001,-0.013,-0.002,0.203,-0.4068,0.042,0.8896,1.0,0.2,-0.5,1023,fall1,1
-0.008,-0.001,-0.011,0.2026,-0.4067,0.0421,0.8897,2.4,0.0,-0.9,1023,fall1,1
-0.009,0.012,-0.009,0.2026,-0.4066,0.0425,0.8897,2.2,0.2,-1.0,1023,fall1,1
-0.006,0.015,-0.012,0.2023,-0.4065,0.0429,0.8898,1.2,0.3,-0.6,1023,fall1,1
-0.009,0.007,-0.013,0.2018,-0.4064,0.0429,0.89,0.4,0.4,-0.6,1023,fall1,1
-0.01,0.009,-0.008,0.2012,-0.4064,0.0429,0.8902,0.4,0.5,-0.4,1023,fall1,1
-0.009,0.005,-0.011,0.201,-0.4063,0.0429,0.8903,0.2,0.6,-0.3,1023,fall1,1
-0.006,-0.001,0.0,0.2005,-0.4062,0.0428,0.8904,0.0,0.0,0.0,1023,fall1,1
-0.007,0.0,-0.007,0.2005,-0.4062,0.0427,0.8904,0.0,0.1,-0.5,1023,fall1,1
-0.007,-0.002,-0.007,0.2004,-0.4062,0.0427,0.8904,0.5,0.0,-0.4,1023,fall1,1
-0.01,0.0,-0.012,0.2001,-0.4062,0.0426,0.8905,0.8,0.0,-0.4,1023,fall1,1
-0.016,0.0,-0.008,0.1998,-0.4061,0.0426,0.8906,0.0,0.0,0.0,1023,fall1,1
-0.014,0.0,-0.008,0.1998,-0.4061,0.0425,0.8906,0.0,0.0,0.0,0,fall1,1
-0.012,-0.003,0.0,0.1998,-0.4061,0.0425,0.8906,0.0,0.0,0.0,0,fall1,1
-0.011,-0.005,-0.006,0.1996,-0.406,0.0423,0.8907,0.4,0.3,-0.5,0,fall1,1
-0.009,-0.002,0.0,0.1994,-0.4059,0.0423,0.8908,0.6,0.2,-0.5,0,fall1,1
-0.009,-0.003,-0.003,0.1992,-0.4059,0.0423,0.8909,0.7,0.0,-0.6,0,fall1,1
-0.012,0.001,-0.009,0.1988,-0.4058,0.0423,0.891,1.0,-0.2,-0.6,0,fall1,1
-0.013,0.006,-0.001,0.1985,-0.4058,0.0424,0.8911,0.6,0.0,-0.4,0,fall1,1
-0.014,0.007,-0.002,0.1985,-0.4057,0.0425,0.8911,0.0,0.0,0.0,0,fall1,1
-0.013,0.0,-0.013,0.1983,-0.4056,0.0425,0.8912,0.5,0.3,-0.4,0,fall1,1
-0.015,0.002,-0.009,0.1982,-0.4056,0.0425,0.8912,0.7,0.1,-0.3,0,fall1,1
-0.01,0.006,-0.006,0.198,-0.4055,0.0426,0.8913,0.5,0.0,-0.2,0,fall1,1
-0.014,0.007,-0.008,0.198,-0.4054,0.0426,0.8913,0.0,0.0,0.0,0,fall1,1
-0.012,0.001,-0.008,0.198,-0.4054,0.0426,0.8913,0.0,0.0,0.0,0,fall1,1
-0.013,0.004,-0.009,0.198,-0.4054,0.0425,0.8913,0.0,-0.5,0.0,0,fall1,1
-0.007,0.001,-0.005,0.198,-0.4054,0.0425,0.8914,0.0,0.0,0.0,0,fall1,1
-0.008,-0.001,-0.009,0.198,-0.4054,0.0424,0.8914,0.1,-0.5,0.0,0,fall1,1
-0.005,-0.001,-0.006,0.198,-0.4054,0.0424,0.8913,0.0,0.0,0.0,0,fall1,1
-0.006,-0.001,-0.008,0.198,-0.4054,0.0423,0.8913,0.0,0.0,0.0,0,fall1,1
-0.011,-0.006,-0.01,0.1981,-0.4054,0.0423,0.8913,0.0,0.0,0.0,0,fall1,1
-0.009,-0.001,-0.012,0.1981,-0.4054,0.0422,0.8913,0.0,0.0,0.0,0,fall1,1
-0.014,0.0,-0.013,0.1981,-0.4054,0.0422,0.8913,0.5,0.2,-0.3,0,fall1,1
-0.011,0.008,-0.001,0.1979,-0.4053,0.0422,0.8914,0.5,0.1,0.0,0,fall1,1
-0.009,0.006,-0.004,0.1978,-0.4052,0.0422,0.8915,-0.6,-0.2,0.2,0,fall1,1
-0.01,0.0,-0.018,0.1977,-0.4054,0.0421,0.8915,0.0,0.0,0.0,0,fall1,1
-0.011,0.003,-0.006,0.1977,-0.4054,0.042,0.8914,0.0,0.0,0.0,0,fall1,1
-0.013,0.004,-0.005,0.1977,-0.4053,0.042,0.8915,0.0,0.0,0.0,0,fall1,1
-0.005,-0.001,0.003,0.1975,-0.4053,0.0419,0.8915,-0.7,-0.2,0.0,0,fall1,1
-0.004,-0.008,-0.005,0.1974,-0.4053,0.0417,0.8915,0.0,0.0,0.0,1023,fall1,1
-0.004,-0.002,-0.008,0.1973,-0.4054,0.0416,0.8915,0.7,-0.5,-0.3,1023,fall1,1
-0.009,0.002,-0.009,0.1973,-0.4055,0.0417,0.8915,1.1,-0.4,-0.1,1023,fall1,1
-0.009,0.009,-0.009,0.1973,-0.4054,0.0419,0.8915,0.0,0.0,0.0,1023,fall1,1
-0.006,0.006,-0.01,0.1972,-0.4054,0.0419,0.8915,-0.5,0.0,0.2,1023,fall1,1
-0.006,0.003,-0.004,0.197,-0.4055,0.0418,0.8916,0.0,0.0,0.0,1023,fall1,1
-0.01,0.0,-0.007,0.197,-0.4055,0.0418,0.8916,0.0,0.0,0.0,1023,fall1,1
-0.009,0.003,-0.011,0.197,-0.4054,0.0417,0.8916,0.0,0.0,0.0,1023,fall1,1
-0.014,0.004,-0.004,0.197,-0.4054,0.0417,0.8916,0.0,0.0,0.0,1023,fall1,1
-0.011,-0.001,-0.009,0.197,-0.4055,0.0416,0.8916,-0.6,-0.4,0.2,1023,fall1,1
-0.011,-0.002,-0.014,0.1968,-0.4056,0.0414,0.8916,0.0,0.0,0.0,1023,fall1,1
-0.012,-0.003,-0.008,0.1968,-0.4056,0.0413,0.8916,0.0,0.0,0.0,1023,fall1,1
-0.01,-0.001,-0.004,0.1967,-0.4056,0.0412,0.8916,-0.8,-0.2,0.1,1023,fall1,1
-0.01,-0.007,-0.005,0.1962,-0.4057,0.0408,0.8917,-0.8,-0.3,0.1,1023,fall1,1
-0.01,-0.008,-0.003,0.196,-0.4058,0.0406,0.8917,0.0,0.0,0.0,1023,fall1,1
-0.008,-0.006,-0.005,0.1961,-0.4058,0.0405,0.8917,0.0,0.0,0.0,0,fall1,1
-0.009,-0.001,-0.004,0.1961,-0.4058,0.0404,0.8917,0.0,0.0,0.0,0,fall1,1
-0.011,0.003,-0.014,0.1958,-0.4059,0.0403,0.8917,0.0,-0.5,0.2,0,fall1,1
-0.007,0.003,-0.006,0.1955,-0.406,0.0402,0.8917,0.0,0.0,0.0,0,fall1,1
-0.009,0.004,-0.009,0.1954,-0.406,0.0402,0.8917,0.0,0.0,0.0,0,fall1,1
-0.008,0.001,-0.008,0.1954,-0.406,0.0402,0.8917,0.0,0.0,0.0,0,fall1,1
-0.01,0.003,-0.009,0.1954,-0.406,0.0401,0.8917,0.0,0.0,0.0,0,fall1,1
-0.007,0.004,-0.006,0.1954,-0.406,0.0401,0.8918,0.0,0.0,0.0,0,fall1,1
-0.011,0.006,-0.008,0.1953,-0.406,0.0401,0.8918,-0.3,-0.7,0.2,0,fall1,1
-0.01,0.0,-0.008,0.1953,-0.4061,0.04,0.8917,-0.6,-0.7,0.4,0,fall1,1
-0.008,-0.001,-0.01,0.1951,-0.4063,0.0398,0.8917,-0.5,-0.8,0.3,0,fall1,1
-0.007,0.0,-0.005,0.195,-0.4064,0.0397,0.8917,-0.3,-0.7,0.1,0,fall1,1
-0.004,-0.002,-0.008,0.1947,-0.4066,0.0395,0.8917,-0.5,-0.6,0.1,0,fall1,1
-0.005,-0.002,-0.008,0.1944,-0.4067,0.0393,0.8917,-0.3,-0.5,0.1,0,fall1,1
-0.008,-0.001,-0.003,0.1945,-0.4067,0.0392,0.8917,0.0,0.0,0.0,0,fall1,1
-0.007,0.0,-0.005,0.1946,-0.4067,0.0392,0.8916,-0.6,-0.4,0.1,0,fall1,1
-0.004,-0.006,-0.012,0.1945,-0.4069,0.039,0.8916,-0.8,-0.4,0.2,0,fall1,1
-0.012,-0.002,-0.008,0.1945,-0.4069,0.0389,0.8916,0.0,0.0,0.0,0,fall1,1
-0.008,-0.003,-0.011,0.1945,-0.4069,0.0389,0.8916,0.0,0.0,0.0,0,fall1,1
